,title,author,pub_year,avg_rate,num_rate,shelved,series_name,series_num
1011,The Handmaid's Tale,Margaret Atwood,1985,4.13,1801614,1942,The Handmaid's Tale,1.0
1012,The Shepherd's Crown,Terry Pratchett,2015,4.37,27328,1939,Discworld,41.0
1013,The Bone Clocks,David Mitchell,2014,3.84,91212,1938,,
1014,The Crimson Campaign,Brian  McClellan,2014,4.36,33410,1934,Powder Mage,2.0
1015,"Saga, Volume 4",Brian K. Vaughan,2014,4.43,73588,1931,,
1016,Child of the Prophecy,Juliet Marillier,2001,4.12,21554,1931,Sevenwaters,3.0
1017,The Master and Margarita,Mikhail Bulgakov,1967,4.3,300365,1930,,
1018,Descendant of the Crane,Joan He,2019,3.63,8987,1928,,
1019,Confessions of an Ugly Stepsister,Gregory Maguire,1999,3.53,58643,1928,,
1020,Wonder Woman: Warbringer,Leigh Bardugo,2017,4.02,34269,1927,,
1021,The Ruin of Kings,Jenn Lyons,2019,3.83,10212,1926,A Chorus of Dragons,1.0
1022,Lord of the Fading Lands,C.L. Wilson,2007,3.99,20840,1924,Tairen Soul,1.0
1023,Blameless,Gail Carriger,2010,4.0,39464,1922,Parasol Protectorate,3.0
1024,Mister Monday,Garth Nix,2003,3.8,37117,1914,The Keys to the Kingdom,1.0
1025,A Shadow in the Ember,Jennifer L. Armentrout,2021,4.49,63742,1913,Flesh and Fire,1.0
1026,Cloud Atlas,David Mitchell,2004,4.01,236196,1913,,
1027,The Kingdom of Back,Marie Lu,2020,3.71,18437,1905,,
1028,Leviathan,Scott Westerfeld,2009,3.91,90471,1905,Leviathan,1.0
1029,Frostblood,Elly Blake,2017,3.85,30864,1903,Frostblood Saga,1.0
1030,The Last Dragonslayer,Jasper Fforde,2010,3.87,21222,1903,The Last Dragonslayer,1.0
1031,The Source of Magic,Piers Anthony,1979,3.88,24441,1902,Xanth,2.0
1032,The Metamorphosis,Franz Kafka,1915,3.84,843600,1901,,
1033,Onyx,Jennifer L. Armentrout,2012,4.25,171732,1900,Lux,2.0
1034,The Princess and the Goblin,George MacDonald,1872,4.0,33550,1900,Princess Irene and Curdie,1.0
1035,Murder of Crows,Anne Bishop,2014,4.27,41573,1898,The Others,2.0
1036,The Steel Remains,Richard K. Morgan,2008,3.74,16123,1898,A Land Fit for Heroes,1.0
1037,Silver on the Tree,Susan Cooper,1977,4.11,33651,1898,The Dark is Rising,5.0
1038,The Beautiful,Renée Ahdieh,2019,3.67,29699,1894,The Beautiful,1.0
1039,The Angel Experiment,James Patterson,2005,4.07,218003,1893,Maximum Ride,1.0
1040,Untamed,P.C. Cast,2008,3.94,227763,1887,House of Night,4.0
1041,Domes of Fire,David Eddings,1992,4.02,27506,1887,The Tamuli,1.0
1042,The Novice,Taran Matharu,2015,4.12,29437,1885,Summoner,1.0
1043,Shadow of a Dark Queen,Raymond E. Feist,1994,4.07,28341,1885,The Serpentwar Saga,1.0
1044,The Fairy Godmother,Mercedes Lackey,2004,3.98,17907,1880,Five Hundred Kingdoms,1.0
1045,The Burning Sky,Sherry Thomas,2013,3.91,18777,1879,The Elemental Trilogy,1.0
1046,The Screaming Staircase,Jonathan Stroud,2013,4.22,39842,1877,Lockwood & Co.,1.0
1047,Mastiff,Tamora Pierce,2011,4.27,27334,1876,Beka Cooper,3.0
1048,The Prison Healer,Lynette Noni,2021,4.28,24529,1874,The Prison Healer,1.0
1049,Bitten,Kelley Armstrong,2001,4.02,99483,1871,Otherworld,1.0
1050,Defy the Night,Brigid Kemmerer,2021,4.23,24132,1867,Defy the Night,1.0
1051,A Spindle Splintered,Alix E. Harrow,2021,3.67,19715,1863,Fractured Fables,1.0
1052,Bone Crier's Moon,Kathryn Purdie,2020,3.69,20857,1862,Bone Grace,1.0
1053,Half a War,Joe Abercrombie,2015,4.03,28435,1862,Shattered Sea,3.0
1054,Rogues,George R.R. Martin,2014,3.88,22455,1860,,
1055,The Black Witch,Laurie Forest,2017,4.1,26917,1858,The Black Witch Chronicles,1.0
1056,The Power That Preserves,Stephen R. Donaldson,1978,4.03,24052,1858,The Chronicles of Thomas Covenant the Unbeliever,3.0
1057,Enchantment,Orson Scott Card,1999,3.91,26512,1858,,
1058,So You Want to Be a Wizard,Diane Duane,1983,3.84,26467,1854,Young Wizards,1.0
1059,The Wicked Deep,Shea Ernshaw,2018,3.85,33582,1854,,
1060,Secrets of the Dragon Sanctuary,Brandon Mull,2009,4.38,83540,1853,Fablehaven,4.0
1061,Every Day,David Levithan,2012,3.91,221397,1852,Every Day,1.0
1062,The War of Two Queens,Jennifer L. Armentrout,2022,4.05,74924,1850,Blood and Ash,4.0
1063,The Merciful Crow,Margaret  Owen,2019,3.88,14319,1847,The Merciful Crow,1.0
1064,Fables & Reflections,Neil Gaiman,1993,4.43,54266,1846,The Sandman,6.0
1065,Passenger,Alexandra Bracken,2016,3.76,39939,1838,Passenger,1.0
1066,Any Way the Wind Blows,Rainbow Rowell,2021,4.16,40823,1837,Simon Snow,3.0
1067,Kindred,Octavia E. Butler,1979,4.29,153331,1837,,
1068,Drums of Autumn,Diana Gabaldon,1996,4.34,232439,1836,Outlander,4.0
1069,The Scar,China Miéville,2002,4.17,30195,1836,New Crobuzon,2.0
1070,The Ladies of Grace Adieu and Other Stories,Susanna Clarke,2004,3.87,19113,1835,,
1071,Crave,Tracy Wolff,2020,3.81,99050,1834,Crave,1.0
1072,The Siege of Macindaw,John Flanagan,2006,4.34,62964,1834,Ranger's Apprentice,6.0
1073,River Marked,Patricia Briggs,2011,4.28,84414,1832,Mercy Thompson,6.0
1074,Magic Slays,Ilona Andrews,2011,4.4,70905,1831,Kate Daniels,5.0
1075,Swordspoint,Ellen Kushner,1987,3.79,9605,1826,Riverside,1.0
1076,Black Sun Rising,C.S. Friedman,1991,3.94,18315,1826,The Coldfire Trilogy,1.0
1077,The Guns of Avalon,Roger Zelazny,1972,4.15,22503,1825,The Chronicles of Amber ,2.0
1078,Dust of Dreams,Steven Erikson,2009,4.31,26575,1823,Malazan Book of the Fallen,9.0
1079,Fool's Fate,Robin Hobb,2003,4.45,70851,1820,Tawny Man,3.0
1080,Etiquette & Espionage,Gail Carriger,2013,3.82,46591,1820,Finishing School,1.0
1081,Tiger Lily,Jodi Lynn Anderson,2012,3.96,26642,1818,,
1082,Kushiel's Scion,Jacqueline Carey,2006,4.21,20867,1817,Imriel's Trilogy,1.0
1083,The Last Namsara,Kristen Ciccarelli,2017,4.09,17194,1817,Iskari,1.0
1084,Stalking Darkness,Lynn Flewelling,1997,4.26,14512,1817,Nightrunner,2.0
1085,Many Waters,Madeleine L'Engle,1962,3.97,45784,1817,Time Quintet,4.0
1086,Debt of Bones,Terry Goodkind,1998,3.87,29355,1816,Sword of Truth,0.5
1087,Malice,Heather   Walter,2021,4.02,16882,1815,Malice Duology,1.0
1088,End of Days,Susan Ee,2015,4.07,66625,1814,Penryn & the End of Days,3.0
1089,The Wandering Fire,Guy Gavriel Kay,1986,4.12,16722,1812,The Fionavar Tapestry,2.0
1090,"Fortunately, the Milk",Neil Gaiman,2013,4.05,58723,1812,,
1091,The Skull Throne,Peter V. Brett,2015,4.13,36568,1811,Demon Cycle,4.0
1092,Daggerspell,Katharine Kerr,1986,3.9,15179,1808,Deverry,1.0
1093,Cast in Shadow,Michelle Sagara,2005,3.8,16870,1805,Chronicles of Elantra,1.0
1094,Kafka on the Shore,Haruki Murakami,2002,4.14,398957,1804,,
1095,First Rider's Call,Kristen Britain,2003,4.22,22323,1803,Green Rider,2.0
1096,The Falconer,Elizabeth May,2013,3.77,18234,1802,The Falconer,1.0
1097,The Bone Houses,Emily Lloyd-Jones,2019,4.01,16991,1799,,
1098,Physik,Angie Sage,2007,4.01,52411,1797,Septimus Heap,3.0
1099,House of Hollow,Krystal Sutherland,2021,4.07,43289,1796,,
1100,Wings,Aprilynne Pike,2009,3.75,79385,1794,Wings,1.0
1101,The Ghost Bride,Yangsze Choo,2013,3.8,29346,1794,,
1102,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,1971,4.15,172413,1789,Rats of NIMH,1.0
1103,The Red Knight,Miles  Cameron,2012,4.1,16401,1788,The Traitor Son Cycle,1.0
1104,The Masked City,Genevieve Cogman,2015,3.95,21655,1787,The Invisible Library,2.0
1105,The Demon in the Wood,Leigh Bardugo,2014,3.93,28981,1781,Grishaverse,0.1
1106,Prince of the Blood,Raymond E. Feist,1989,4.01,24239,1780,Krondor's Sons,1.0
1107,Rose Daughter,Robin McKinley,1997,3.78,19827,1779,,
1108,The Legacy,R.A. Salvatore,1992,4.2,30760,1779,Forgotten Realms: Legacy of the Drow,1.0
1109,Hammered,Kevin Hearne,2011,4.21,51118,1775,The Iron Druid Chronicles,3.0
1110,Princess of the Midnight Ball,Jessica Day George,2009,3.94,33647,1775,The Princesses of Westfalin Trilogy,1.0
1111,The Bone Doll's Twin,Lynn Flewelling,2001,4.06,12145,1774,The Tamír Triad,1.0
1112,Tongues of Serpents,Naomi Novik,2010,3.74,18661,1770,Temeraire,6.0
1113,Angels' Blood,Nalini Singh,2009,4.07,87367,1765,Guild Hunter,1.0
1114,The Midnight Lie,Marie Rutkoski,2020,3.97,10461,1764,Forgotten Gods,1.0
1115,Forest of a Thousand Lanterns,Julie C. Dao,2017,3.72,9309,1762,Rise of the Empress,1.0
1116,The Ballad of Songbirds and Snakes,Suzanne Collins,2020,3.83,319470,1761,The Hunger Games,0.0
1117,Stormdancer,Jay Kristoff,2012,3.79,15479,1761,The Lotus Wars,1.0
1118,Foxglove Summer,Ben Aaronovitch,2014,4.2,38516,1759,Rivers of London,5.0
1119,Under Heaven,Guy Gavriel Kay,2010,4.16,14382,1759,Under Heaven,1.0
1120,Keys to the Demon Prison,Brandon Mull,2010,4.45,77758,1758,Fablehaven,5.0
1121,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,2018,3.87,259865,1757,,
1122,Year One,Nora Roberts,2017,4.04,79262,1755,Chronicles of The One,1.0
1123,Lyra's Oxford,Philip Pullman,2003,3.6,25502,1755,His Dark Materials,3.5
1124,Harry Potter and the Deathly Hallows,J.K. Rowling,2007,4.62,3332983,1754,Harry Potter,7.0
1125,The Crippled God,Steven Erikson,2011,4.49,26552,1754,Malazan Book of the Fallen,10.0
1126,The Seeing Stone,Tony DiTerlizzi,2003,3.9,41409,1753,The Spiderwick Chronicles,2.0
1127,The Near Witch,Victoria Schwab,2011,3.67,28856,1751,The Near Witch,1.0
1128,The Wind in the Willows,Kenneth Grahame,1908,4.0,200511,1747,,
1129,Magic Steps,Tamora Pierce,2000,4.03,22773,1746,The Circle Opens,1.0
1130,The Shining Ones,David Eddings,1993,3.98,23324,1744,The Tamuli,2.0
1131,The Shadow of the Wind,Carlos Ruiz Zafón,2001,4.29,564458,1741,The Cemetery of Forgotten Books,1.0
1132,Burn for Me,Ilona Andrews,2014,4.32,53517,1738,Hidden Legacy,1.0
1133,Dragonsdawn,Anne McCaffrey,1988,4.21,37169,1736,Pern,9.0
1134,Tempests and Slaughter,Tamora Pierce,2018,4.09,15570,1736,The Numair Chronicles,1.0
1135,On the Edge,Ilona Andrews,2009,4.04,42680,1733,The Edge,1.0
1136,Brief Lives,Neil Gaiman,1993,4.55,54312,1733,The Sandman,7.0
1137,Golden Son,Pierce Brown,2015,4.44,186839,1733,Red Rising Saga,2.0
1138,Vita Nostra,Marina Dyachenko,2007,4.05,12432,1731,Vita Nostra,1.0
1139,The Darkest Road,Guy Gavriel Kay,1986,4.2,16756,1729,The Fionavar Tapestry,3.0
1140,Castle Roogna,Piers Anthony,1979,3.89,24521,1727,Xanth,3.0
1141,Ace of Shades,Amanda Foody,2018,3.86,16660,1722,The Shadow Game,1.0
1142,The Magic of Recluce,L.E. Modesitt Jr.,1991,3.86,23736,1721,The Saga of Recluce,1.0
1143,The Necromancer,Michael Scott,2010,4.13,63467,1721,The Secrets of the Immortal Nicholas Flamel,4.0
1144,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,2012,3.73,194166,1719,Mr. Penumbra's 24-Hour Bookstore,1.0
1145,Charlotte's Web,E.B. White,1952,4.19,1664892,1717,,
1146,Windwitch,Susan Dennard,2017,3.97,20372,1713,The Witchlands,2.0
1147,Master of Crows,Grace Draven,2009,3.93,16701,1713,Master of Crows,1.0
1148,The Hidden City,David Eddings,1994,4.01,23064,1712,The Tamuli,3.0
1149,The Tailor,Leigh Bardugo,2013,3.74,23536,1711,The Shadow and Bone Trilogy,1.5
1150,Finale,Becca Fitzpatrick,2012,4.14,163164,1711,HushHush,4.0
1151,Holy Sister,Mark  Lawrence,2019,4.32,24029,1710,Book of the Ancestor,3.0
1152,The Shadow Queen,C.J. Redwine,2016,3.74,18977,1708,Ravenspire,1.0
1153,The Assassin and the Pirate Lord,Sarah J. Maas,2012,4.22,42569,1708,Throne of Glass,0.1
1154,Rise of a Merchant Prince,Raymond E. Feist,1995,4.08,27981,1708,The Serpentwar Saga,2.0
1155,Tiger's Curse,Colleen Houck,2011,4.05,61273,1707,The Tiger Saga,1.0
1156,Uglies,Scott Westerfeld,2005,3.85,622935,1705,Uglies,1.0
1157,The Left Hand of Darkness,Ursula K. Le Guin,1969,4.09,152202,1704,Hainish Cycle,4.0
1158,The Last Guardian,Eoin Colfer,2012,4.16,55424,1702,Artemis Fowl ,8.0
1159,Martin the Warrior,Brian Jacques,1993,4.15,41553,1702,Redwall,6.0
1160,The Unbroken,C.L. Clark,2021,3.85,5790,1700,Magic of the Lost,1.0
1161,Matched,Ally Condie,2010,3.63,732141,1700,Matched,1.0
1162,Wicked Fox,Kat Cho,2019,3.75,14555,1699,Gumiho,1.0
1163,Elatsoe,Darcie Little Badger,2020,4.04,13189,1697,,
1164,The Well of Lost Plots,Jasper Fforde,2003,4.09,39302,1697,Thursday Next ,3.0
1165,Thunderhead,Neal Shusterman,2018,4.42,128328,1694,Arc of a Scythe,2.0
1166,The Stonekeeper,Kazu Kibuishi,2008,4.17,88110,1692,Amulet,1.0
1167,Ink Exchange,Melissa Marr,2008,3.69,61616,1690,Wicked Lovely,2.0
1168,Valiant,Holly Black,2002,3.84,39717,1687,Modern Faerie Tales,2.0
1169,Aru Shah and the End of Time,Roshani Chokshi,2018,4.1,20843,1686,Pandava,1.0
1170,Kraken,China Miéville,2010,3.61,25130,1686,,
1171,A Dead Djinn in Cairo,P. Djèlí Clark,2016,4.03,13072,1683,Dead Djinn Universe,0.1
1172,Peace Talks,Jim Butcher,2020,4.21,40172,1681,The Dresden Files,16.0
1173,"The Book of Lost Tales, Part One",J.R.R. Tolkien,1983,3.85,14037,1677,The History of Middle-Earth,1.0
1174,Mexican Gothic,Silvia Moreno-Garcia,2020,3.68,257847,1677,,
1175,This Woven Kingdom,Tahereh Mafi,2022,4.07,16608,1677,This Woven Kingdom,1.0
1176,The Siren,Kiera Cass,2009,3.72,76543,1675,,
1177,Talon,Julie Kagawa,2014,3.75,28313,1674,Talon,1.0
1178,Hunted,P.C. Cast,2009,3.92,175510,1673,House of Night,5.0
1179,"Saga, Volume 5",Brian K. Vaughan,2015,4.41,63840,1672,,
1180,The Child Thief,Brom,2009,4.09,16356,1672,,
1181,Passion,Lauren Kate,2011,3.86,162044,1671,Fallen,3.0
1182,Starless Night,R.A. Salvatore,1992,4.15,26468,1669,Forgotten Realms: Legacy of the Drow,2.0
1183,Moreta: Dragonlady of Pern,Anne McCaffrey,1983,4.01,27293,1667,Pern,7.0
1184,Sailing to Sarantium,Guy Gavriel Kay,1998,4.18,14047,1667,The Sarantine Mosaic,1.0
1185,The Great Book of Amber,Roger Zelazny,1999,4.31,25160,1666,The Chronicles of Amber,1.0
1186,Abarat,Clive Barker,2002,4.1,27111,1663,,
1187,Erak's Ransom,John Flanagan,2007,4.33,57492,1660,Ranger's Apprentice,7.0
1188,The Winter King,C.L. Wilson,2014,4.07,18818,1656,Weathermages of Mystral,1.0
1189,The Strange Case of the Alchemist's Daughter,Theodora Goss,2017,3.82,21725,1655,The Extraordinary Adventures of the Athena Club,1.0
1190,Worlds' End,Neil Gaiman,1993,4.46,47906,1652,The Sandman,8.0
1191,The Runaway King,Jennifer A. Nielsen,2013,4.24,41720,1648,Ascendance,2.0
1192,Dark Lord of Derkholm,Diana Wynne Jones,1998,4.12,15951,1646,Derkholm,1.0
1193,Beren and Lúthien,J.R.R. Tolkien,2017,4.02,13615,1642,,
1194,Neon Gods,Katee Robert,2021,3.74,114872,1638,Dark Olympus,1.0
1195,The King's Buccaneer,Raymond E. Feist,1992,4.06,23374,1638,Krondor's Sons,2.0
1196,The Tyrant’s Tomb,Rick Riordan,2019,4.36,51932,1636,The Trials of Apollo,4.0
1197,The Autumn Republic,Brian  McClellan,2015,4.37,28029,1636,Powder Mage,3.0
1198,Magic Strikes,Ilona Andrews,2009,4.43,80670,1633,Kate Daniels,3.0
1199,The Ring of Solomon,Jonathan Stroud,2010,4.21,29218,1632,Bartimaeus,0.5
1200,Heartless,Gail Carriger,2011,4.05,34096,1631,Parasol Protectorate,4.0
1201,Gathering Darkness,Morgan Rhodes,2014,4.23,26260,1627,Falling Kingdoms,3.0
1202,The Traitor Queen,Danielle L. Jensen,2020,4.28,51252,1626,The Bridge Kingdom,2.0
1203,A Dance with Dragons 1: Dreams and Dust,George R.R. Martin,2011,4.35,27548,1624,A Song of Ice and Fire,5.0
1204,Forest Mage,Robin Hobb,2006,3.43,17474,1623,Soldier Son,2.0
1205,Nation,Terry Pratchett,2008,4.09,34201,1620,,
1206,Paranormalcy,Kiersten White,2010,3.88,97931,1618,Paranormalcy,1.0
1207,Jackaby,William Ritter,2014,3.83,28496,1616,Jackaby,1.0
1208,The Scorch Trials,James Dashner,2010,3.9,527161,1615,The Maze Runner,2.0
1209,The Ice Dragon,George R.R. Martin,1980,3.76,20545,1614,,
1210,White Hot Kiss,Jennifer L. Armentrout,2014,4.2,71299,1613,The Dark Elements,1.0
1211,Chalice,Robin McKinley,2008,3.83,14543,1613,,
1212,Labyrinth Lost,Zoraida Córdova,2016,3.72,12513,1612,Brooklyn Brujas,1.0
1213,Deadlocked,Charlaine Harris,2012,3.71,98423,1611,Sookie Stackhouse,12.0
1214,Across the Green Grass Fields,Seanan McGuire,2021,3.81,14725,1610,Wayward Children,6.0
1215,Rhapsody: Child of Blood,Elizabeth Haydon,1999,3.97,19387,1609,Symphony of Ages,1.0
1216,Storm and Fury,Jennifer L. Armentrout,2019,4.1,39940,1608,The Harbinger,1.0
1217,Froi of the Exiles,Melina Marchetta,2011,4.29,16866,1606,Lumatere Chronicles,2.0
1218,The Fairy-Tale Detectives,Michael Buckley,2005,4.03,52891,1605,The Sisters Grimm ,1.0
1219,Street Magic,Tamora Pierce,2001,4.17,23690,1605,The Circle Opens,2.0
1220,Into the Wild,Erin Hunter,2003,4.31,91219,1604,Warriors,1.0
1221,Alcatraz Versus the Evil Librarians,Brandon Sanderson,2007,3.91,26090,1598,Alcatraz,1.0
1222,The Queen's Poisoner,Jeff Wheeler,2016,4.12,34218,1595,Kingfountain,1.0
1223,Kushiel's Justice,Jacqueline Carey,2007,4.26,18594,1595,Imriel's Trilogy,2.0
1224,Beautiful Chaos,Kami Garcia,2011,3.92,99637,1594,Caster Chronicles,3.0
1225,Demonglass,Rachel Hawkins,2011,4.09,92449,1594,Hex Hall,2.0
1226,The Innocent Mage,Karen Miller,2005,3.66,19431,1593,KingmakerKingbreaker,1.0
1227,Frost Burned,Patricia Briggs,2013,4.36,70090,1593,Mercy Thompson,7.0
1228,The Snow Child,Eowyn Ivey,2012,3.99,135008,1592,,
1229,Winds of Fate,Mercedes Lackey,1991,4.06,16585,1592,Mage Winds ,1.0
1230,Magic Rises,Ilona Andrews,2013,4.44,54494,1591,Kate Daniels,
1231,The Witching Hour,Anne Rice,1990,4.11,109518,1591,Lives of the Mayfair Witches,1.0
1232,The Glass Magician,Charlie N. Holmberg,2014,3.92,42777,1591,The Paper Magician,2.0
1233,A Wizard’s Guide to Defensive Baking,T. Kingfisher,2020,4.18,17044,1587,,
1234,The Magician's Apprentice,Trudi Canavan,2009,3.97,23812,1587,Black Magician,0.5
1235,Starcrossed,Josephine Angelini,2011,4.05,70905,1587,Starcrossed,1.0
1236,The Unspoken Name,A.K. Larkwood,2020,3.74,6831,1586,The Serpent Gates,1.0
1237,Siege of Darkness,R.A. Salvatore,1993,4.18,25181,1586,Forgotten Realms: Legacy of the Drow,3.0
1238,The Kindly Ones,Neil Gaiman,1995,4.59,47089,1586,The Sandman,9.0
1239,Gilded,Marissa Meyer,2021,3.93,20212,1585,Gilded,1.0
1240,The Golden Lily,Richelle Mead,2012,4.31,115317,1585,Bloodlines,2.0
1241,Where the Mountain Meets the Moon,Grace Lin,2009,4.29,44917,1585,,
1242,Vision in Silver,Anne Bishop,2015,4.24,33604,1584,The Others,3.0
1243,Tess of the Road,Rachel Hartman,2018,3.91,8783,1582,Tess of the Road,1.0
1244,Four Dead Queens,Astrid Scholte,2019,3.79,21708,1581,,
1245,Mariel of Redwall,Brian Jacques,1991,3.99,27204,1579,Redwall,4.0
1246,Our Violent Ends,Chloe Gong,2021,4.42,38428,1577,These Violent Delights,2.0
1247,Wildest Dreams,Kristen Ashley,2011,4.07,31799,1575,Fantasyland,1.0
1248,La Mémoire de Babel,Christelle Dabos,2017,4.25,38023,1574,La Passe-Miroir,3.0
1249,King of Battle and Blood,Scarlett St.  Clair,2021,3.84,41444,1572,Adrian x Isolde,1.0
