,title,author,pub_year,avg_rate,num_rate,shelved,series_name,series_num
1073,Mission of Honor,David Weber,2010,4.22,10442,387,Honor Harrington,12
1074,The Boy on the Bridge,M.R. Carey,2017,3.96,23422,386,The Girl With All the Gifts,2
1075,The Egg,Andy Weir,2009,4.22,24897,386,,
1076,Rocket Ship Galileo,Robert A. Heinlein,1947,3.71,7384,386,,
1077,Deception Point,Dan Brown,2001,3.74,640300,385,,
1078,The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,1971,4.25,7877,384,,
1079,The Einstein Intersection,Samuel R. Delany,1967,3.55,5077,384,,
1080,March Upcountry,David Weber,2001,4.19,11075,383,Empire of Man,1
1081,Lines of Departure,Marko Kloos,2014,4.14,18689,383,Frontlines,2
1082,Seeker,Jack McDevitt,2005,3.91,7295,382,Alex Benedict ,3
1083,A World Out of Time,Larry Niven,1976,3.81,5749,382,The State,1
1084,Jennifer Government,Max Barry,2002,3.67,14230,381,,
1085,Empire of Silence,Christopher Ruocchio,2018,4.05,5155,380,Sun Eater,1
1086,The Man Who Folded Himself,David Gerrold,1973,3.81,5273,380,,
1087,The Time Paradox,Eoin Colfer,2008,4.08,87494,380,Artemis Fowl ,6
1088,Persephone Station,Stina Leicht,2021,3.47,3296,379,,
1089,Echopraxia,Peter Watts,2014,3.84,8525,379,Firefall,2
1090,The Prestige,Christopher Priest,1995,3.9,20001,379,,
1091,The Light of Other Days,Arthur C. Clarke,2000,3.99,6879,379,,
1092,Thrawn: Alliances,Timothy Zahn,2018,3.94,21828,378,Star Wars: Thrawn,2
1093,Agency,William Gibson,2020,3.79,9501,378,Jackpot ,2
1094,Return of the Jedi,James Kahn,1983,4.06,9819,378,Star Wars: Novelizations,6
1095,The Hunger Games Trilogy Boxset,Suzanne Collins,2008,4.49,207250,377,The Hunger Games,1
1096,Dark Eden,Chris Beckett,2012,3.77,7366,377,Dark Eden,1
1097,Fang,James Patterson,2010,4.06,59059,377,Maximum Ride,6
1098,Ringworld's Children,Larry Niven,2004,3.76,8627,377,Ringworld,4
1099,Vector Prime,R.A. Salvatore,1999,3.82,14982,376,Star Wars: The New Jedi Order,1
1100,Dorsai!,Gordon R. Dickson,1960,4.03,10161,376,Childe Cycle,1
1101,Adaptation,Malinda Lo,2012,3.62,7424,375,Adaptation,1
1102,Earth Is Room Enough,Isaac Asimov,1957,4.05,9460,375,,
1103,The Deep,Rivers Solomon,2019,3.79,25380,374,,
1104,Finna,Nino Cipri,2020,3.73,5688,374,LitenVerse,1
1105,Invictus,Ryan Graudin,2017,3.84,6276,374,,
1106,The Fractal Prince,Hannu Rajaniemi,2012,4.05,8078,374,Jean le Flambeur,2
1107,Transition,Iain M. Banks,2009,3.86,10055,374,,
1108,The Dosadi Experiment,Frank Herbert,1977,3.82,7198,374,ConSentiency Universe,2
1109,Nine Princes in Amber,Roger Zelazny,1970,4.06,54663,374,The Chronicles of Amber ,1
1110,Time Salvager,Wesley Chu,2015,3.69,4415,373,Time Salvager,1
1111,The Lifecycle of Software Objects,Ted Chiang,2010,3.93,5829,373,,
1112,Clay's Ark,Octavia E. Butler,1984,3.83,8404,373,Patternmaster,3
1113,Infected,Scott Sigler,2008,3.84,20277,372,Infected,1
1114,Ball Lightning,Liu Cixin,2004,3.77,9367,371,,
1115,Aurora's End,Amie Kaufman,2021,4.24,14140,371,The Aurora Cycle,3
1116,The Marrow Thieves,Cherie Dimaline,2017,4.03,25951,371,,
1117,2BR02B,Kurt Vonnegut Jr.,1968,3.95,17546,371,,
1118,The Last Conversation,Paul Tremblay,2019,3.75,13076,370,,
1119,Attack of the Clones,R.A. Salvatore,2002,3.71,10744,370,Star Wars: Novelizations,2
1120,Glass Sword,Victoria Aveyard,2016,3.83,296990,370,Red Queen,2
1121,Rule of Two,Drew Karpyshyn,2007,4.21,19970,369,Star Wars: Darth Bane,2
1122,Paul of Dune,Brian Herbert,2008,3.72,7819,369,Heroes of Dune,1
1123,Now Wait for Last Year,Philip K. Dick,1966,3.88,6415,369,,
1124,Walkaway,Cory Doctorow,2017,3.74,7254,368,,
1125,Rule 34,Charles Stross,2011,3.75,7761,368,Halting State,2
1126,Plague,Michael  Grant,2011,4.17,53392,367,Gone,4
1127,Quarantine,Greg Egan,1992,3.9,4970,367,,
1128,The True Meaning of Smekday,Adam Rex,2007,4.1,9177,367,,
1129,Off to Be the Wizard,Scott  Meyer,2013,3.99,37329,366,Magic 2.0,1
1130,Leia: Princess of Alderaan,Claudia Gray,2017,4.15,11818,366,Journey to Star Wars: The Last Jedi,3
1131,Odyssey One,Evan Currie,2011,4.07,12669,366,Odyssey One,1
1132,Contagion,Erin Bowman,2018,3.89,5293,366,Contagion,1
1133,The Pool of Fire,John Christopher,1968,4.0,6912,366,,
1134,The Long Utopia,Terry Pratchett,2015,3.89,9823,366,The Long Earth ,4
1135,Cities in Flight,James Blish,1970,3.94,6140,366,Cities in Flight,1
1136,The Ship Who Searched,Anne McCaffrey,1992,4.1,11192,366,Brainship,3
1137,Fragments,Dan Wells,2013,4.1,25697,366,Partials Sequence,2
1138,Hull Zero Three,Greg Bear,2010,3.38,5534,366,,
1139,You Have Arrived at Your Destination,Amor Towles,2019,3.47,16891,365,,
1140,Heart of Iron,Ashley Poston,2018,3.75,6085,365,Heart of Iron,1
1141,Quarter Share,Nathan Lowell,2007,4.16,8195,365,Golden Age of the Solar Clipper,1
1142,Riot Baby,Tochi Onyebuchi,2020,3.74,8866,364,,
1143,The Skies of Pern,Anne McCaffrey,2001,4.09,14763,363,Pern,15
1144,Glow,Amy Kathleen Ryan,2011,3.52,13261,362,Sky Chasers,1
1145,Shade's Children,Garth Nix,1997,3.9,12524,362,,
1146,Eternity,Greg Bear,1988,3.89,7235,361,The Way,2
1147,"Thuvia, Maid of Mars",Edgar Rice Burroughs,1916,3.76,8786,361,Barsoom,4
1148,The Claw of the Conciliator,Gene Wolfe,1981,3.98,12421,361,,
1149,This Perfect Day,Ira Levin,1970,4.01,8806,360,,
1150,Swan Song,Robert McCammon,1987,4.28,61925,360,,
1151,Heaven's Reach,David Brin,1998,3.97,6525,360,Uplift Storm Trilogy,3
1152,Zodiac,Neal Stephenson,1988,3.73,18775,359,,
1153,The Disasters,M.K. England,2018,3.71,5568,359,,
1154,Version Control,Dexter Palmer,2016,3.73,6679,359,,
1155,Fluency,Jennifer Foehner Wells,2014,3.81,10339,359,Confluence,1
1156,Light of the Jedi,Charles Soule,2021,3.92,19241,358,,
1157,Who Goes There?,John W. Campbell Jr.,1938,3.83,8294,358,,
1158,The Children of the Sky,Vernor Vinge,2011,3.65,6394,358,Zones of Thought,3
1159,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,Douglas Adams,1979,4.5,35459,358,,
1160,The Positronic Man,Isaac Asimov,1992,4.12,6200,358,Robot,0.6
1161,Termination Shock,Neal Stephenson,2021,3.86,11539,357,,
1162,War with the Newts,Karel Čapek,1936,4.17,11930,357,,
1163,Alien: Out of the Shadows,Tim Lebbon,2013,3.8,9807,357,Canonical Alien Trilogy,1
1164,Helliconia Spring,Brian W. Aldiss,1982,3.61,3820,357,Helliconia,1
1165,Dragonseye,Anne McCaffrey,1996,4.03,13415,357,Pern,13
1166,The Legacy of Heorot,Larry Niven,1987,3.94,6924,357,Heorot ,1
1167,The Death of Grass,John Christopher,1956,3.88,8524,356,,
1168,Earthfall,Orson Scott Card,1995,3.52,9353,356,Homecoming,4
1169,A Hymn Before Battle,John Ringo,2000,4.03,12809,356,Posleen War,1
1170,Once & Future,Amy Rose Capetta,2019,3.56,8466,355,Once & Future ,1
1171,Auberon,James S.A. Corey,2019,4.19,9358,354,The Expanse,8.5
1172,Dogs of War,Adrian Tchaikovsky,2017,4.25,7888,354,Dogs of War,1
1173,Pure,Julianna Baggott,2012,3.73,24039,354,Pure,1
1174,Perfect State,Brandon Sanderson,2015,4.05,13578,354,,
1175,UnDivided,Neal Shusterman,2014,4.46,23799,354,Unwind,4
1176,The Chronoliths,Robert Charles Wilson,2001,3.68,5184,354,,
1177,"Transmetropolitan, Vol. 1: Back on the Street",Warren Ellis,1998,4.21,43723,354,,
1178,The Book of M,Peng Shepherd,2018,3.69,16336,353,,
1179,Revenant Gun,Yoon Ha Lee,2018,4.14,5757,353,The Machineries of Empire,3
1180,R.U.R.,Karel Čapek,1920,3.83,12041,353,,
1181,The Big Time,Fritz Leiber,1958,3.21,3584,353,,
1182,The Shrinking Man,Richard Matheson,1956,3.79,7594,353,,
1183,The Illuminatus! Trilogy,Robert Shea,1975,4.01,15062,353,,
1184,Free Four: Tobias Tells the Divergent Knife-Throwing Scene,Veronica Roth,2012,4.14,95984,352,Divergent,1.5
1185,Airborn,Kenneth Oppel,2004,4.18,24641,352,Matt Cruse,1
1186,Young Miles,Lois McMaster Bujold,1997,4.39,6015,352,Vorkosigan Omnibus,2
1187,The Aeronaut's Windlass,Jim Butcher,2015,4.18,39636,351,The Cinder Spires,1
1188,The Jennifer Morgue,Charles Stross,2006,4.03,13737,350,Laundry Files ,2
1189,Axiomatic,Greg Egan,1990,4.29,4886,350,,
1190,"Bitch Planet, Vol. 1: Extraordinary Machine",Kelly Sue DeConnick,2015,4.03,23606,350,Bitch Planet Collected Editions,1
1191,A Rising Thunder,David Weber,2012,4.1,8991,350,Honor Harrington,13
1192,Pegasus in Flight,Anne McCaffrey,1990,4.17,8465,350,The Talent,2
1193,Watchers,Dean Koontz,1987,4.18,158536,349,,
1194,The White Plague,Frank Herbert,1982,3.69,6231,349,,
1195,The Book of Koli,M.R. Carey,2020,4.01,8231,348,Rampart Trilogy,1
1196,A Million Worlds with You,Claudia Gray,2016,4.05,14872,348,Firebird,3
1197,Proxima,Stephen Baxter,2013,3.8,6346,348,,
1198,Clean Sweep,Ilona Andrews,2013,4.16,47798,348,Innkeeper Chronicles,1
1199,A Confusion of Princes,Garth Nix,2012,3.77,6398,348,,
1200,Chindi,Jack McDevitt,2002,3.89,5053,348,The Academy,3
1201,Kiln People,David Brin,2002,3.85,5896,348,,
1202,Hunting Party,Elizabeth Moon,1993,3.89,5818,348,The Serrano Legacy,1
1203,The Doors of Eden,Adrian Tchaikovsky,2020,3.87,5558,347,,
1204,Mindstar Rising,Peter F. Hamilton,1993,3.92,7892,347,Greg Mandel,1
1205,Invader,C.J. Cherryh,1996,4.17,4708,347,Foreigner,2
1206,1632,Eric Flint,2000,4.05,12111,347,,
1207,Iron Sunrise,Charles Stross,2004,3.98,9092,347,Eschaton,2
1208,Sisters of the Vast Black,Lina Rather,2019,4.06,2843,346,Our Lady of Endless Worlds,1
1209,Gravity's Rainbow,Thomas Pynchon,1973,3.99,41130,346,,
1210,Velocity Weapon,Megan E. O'Keefe,2019,3.85,4309,345,The Protectorate,1
1211,Day 21,Kass Morgan,2014,3.73,33919,345,The 100,2
1212,Starship Titanic,Terry Jones,1997,3.61,12028,344,,
1213,The Ocean at the End of the Lane,Neil Gaiman,2013,4.01,557742,344,,
1214,The Fate of Ten,Pittacus Lore,2015,4.31,35564,344,Lorien Legacies,6
1215,Behold the Man,Michael Moorcock,1969,3.77,7173,344,,
1216,Primary Inversion,Catherine Asaro,1995,3.74,4002,344,Saga of the Skolian Empire,1
1217,Mirrorshades: The Cyberpunk Anthology,Bruce Sterling,1986,3.95,8625,343,,
1218,Opposition,Jennifer L. Armentrout,2014,4.35,78896,343,Lux,5
1219,Invincible,Jack Campbell,2012,4.12,11593,343,The Lost Fleet: Beyond the Frontier,2
1220,Heaven's River,Dennis E. Taylor,2020,4.3,16135,342,Bobiverse,4
1221,The Strain,Guillermo del Toro,2009,3.79,83620,342,The Strain Trilogy,1
1222,The Fourteenth Goldfish,Jennifer L. Holm,2014,3.88,21653,342,,
1223,Vurt,Jeff Noon,1993,4.05,9196,342,Vurt,1
1224,This Mortal Coil,Emily Suvada,2017,4.14,9589,341,This Mortal Coil,1
1225,Honor Among Thieves,Rachel Caine,2018,3.9,5051,341,The Honors,1
1226,Behind the Throne,K.B. Wagers,2016,3.87,3570,341,The Indranan War ,1
1227,The Dervish House,Ian McDonald,2009,3.85,4500,341,,
1228,Cell,Stephen King,2006,3.66,210868,341,,
1229,The Drowned Cities,Paolo Bacigalupi,2012,3.9,10508,340,Ship Breaker,2
1230,An Acceptable Time,Madeleine L'Engle,1962,3.8,21254,340,Time Quintet,5
1231,"Wires and Nerve, Volume 2: Gone Rogue",Marissa Meyer,2018,4.22,15204,339,Wires and Nerve,2
1232,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,2015,3.92,57484,339,,
1233,Proxy,Alex London,2013,3.87,10775,339,Proxy,1
1234,This World We Live In,Susan Beth Pfeffer,2010,3.8,31395,339,Last Survivors,3
1235,Forever Free,Joe Haldeman,1999,3.45,6698,339,The Forever War,3
1236,Y The Last Man Vol. 2: Cycles,Brian K. Vaughan,2003,4.22,37974,339,,
1237,Sword & Citadel,Gene Wolfe,1994,4.33,11944,339,,
1238,The Map of Time,Félix J. Palma,2008,3.38,12359,338,,
1239,The Dark Design,Philip José Farmer,1977,3.73,5860,338,Riverworld,3
1240,The Hidden Girl and Other Stories,Ken Liu,2020,3.92,4870,337,,
1241,Embers of War,Gareth L. Powell,2018,3.91,5111,337,Embers of War,1
1242,Camouflage,Joe Haldeman,2004,3.65,6008,337,,
1243,The Time Machine/The Invisible Man,H.G. Wells,1968,4.1,55658,336,,
1244,The Young Elites,Marie Lu,2014,3.88,128095,336,The Young Elites,1
1245,Birthmarked,Caragh M. O'Brien,2010,3.88,47982,336,Birthmarked,1
